measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1994,17850.48681728277,21406.12045012652,14594.306899562873
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1995,18895.52450068798,22672.489969039183,15223.082745184896
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1996,19643.58781129864,23274.484565176124,15984.45841122099
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1997,19962.35386825148,23713.68500275573,16283.371470133015
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1998,20539.28942100756,24309.98421408288,16921.530627456003
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,1999,21022.475597351327,24871.69586466498,17364.084097950978
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2000,21318.819859457057,25071.937706889898,17576.607557257594
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2001,21437.548359041608,25396.64492775086,17748.664024895428
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2002,21600.799347327567,25297.943207673576,17941.777208865395
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2003,21550.370224833336,25209.764152885266,17796.609890353084
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2004,21362.150497620896,24895.71181236933,17594.453993615272
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2005,21399.53329543022,24961.58297792445,17751.226386816386
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2006,21365.99273277965,25090.273163756967,17807.56435046143
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2007,21544.116694594013,25408.07971264622,17917.95132399985
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2008,22132.76600186676,26023.14285459613,18520.386682046817
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2009,22673.81631208884,26592.82800037531,18787.48538509053
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2010,23245.40609778992,27273.28779327935,19331.619024881496
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2011,23790.17071315347,27694.36369871368,19737.25451076504
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2012,25084.883973103468,29328.62784656072,20664.380033008376
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2013,26626.89488406214,31218.07054459648,22077.74381942858
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2014,28915.856407691357,33663.81091825187,23910.48766444533
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2015,31230.71630819812,36578.435818065205,25927.275447625005
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2016,33289.527629075594,39283.36168700853,27564.524278827637
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2017,34153.27853156213,40555.80636292552,28161.05760879081
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2018,35676.76110969306,42206.540777588016,29606.66596417848
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2019,36697.03901278349,43413.67926289831,29943.2643315077
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2020,37777.61795766113,45033.64195895895,30739.42869679978
1,Deaths,1,Global,3,Both,18,65-69 years,417,Liver cancer,169,All risk factors,1,Number,2021,38667.48988204997,46446.996513959966,31453.86351963349
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1990,89349.83431009846,106692.49064014848,70842.16898169024
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1991,92429.92324267638,110658.36619568968,73506.89532877142
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1992,95723.78345085192,114534.24942213776,77190.3179670456
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1993,99309.09759512125,119064.26597552258,80149.99474603674
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1994,103375.70756722736,121759.05521031306,83604.40800180676
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1995,108487.9983853266,128467.81204496254,86516.27308132366
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1996,112415.21241750654,132409.88857636263,90235.17291008442
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1997,114821.05734759504,136346.74345296336,92997.54949866544
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1998,118872.60917504493,140163.88871593407,95873.82793137226
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,1999,123662.85656976188,146554.20424927617,101145.74286690824
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2000,128021.34198864832,152054.0597809524,104659.91562950968
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2001,130815.40318391637,154797.50453728504,106660.4824401334
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2002,133291.2205890245,157214.43062039226,109195.43526753972
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2003,134723.18011875352,156785.0434657231,110148.56154846528
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2004,136245.63088778674,158569.88677609118,111371.32889213848
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2005,139327.90363642358,161236.5137470836,114479.98010499534
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2006,142753.76438862714,166228.04221468314,117564.7698765693
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2007,147850.55875641856,172707.99406708486,122003.24227238708
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2008,155096.31414323635,181262.58239457116,126075.59887671957
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2009,160896.23850897554,186809.4787739757,133170.19648170096
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2010,166594.06874646927,193634.33065855957,137365.4560078874
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2011,171242.52108145022,197526.5297497563,141108.88306625513
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2012,176662.988654279,205615.95670377428,145714.13317857025
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2013,183329.08446962465,213207.0060916381,151451.65490933147
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2014,191519.02336742688,223745.1518758111,158094.03327685746
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2015,198475.49087971897,231683.61661870827,164152.4702644596
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2016,203954.90107139444,238026.51455393847,167931.17588423265
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2017,208901.23576177625,247592.2792810081,170457.9425015198
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2018,215098.87548669172,257108.1384691419,176644.6221697947
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2019,219742.71152359943,260770.1183118213,180993.36896579177
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2020,225391.73937509235,266782.7310916946,183445.0429388024
1,Deaths,1,Global,3,Both,22,All ages,417,Liver cancer,169,All risk factors,1,Number,2021,230983.88840496712,276488.651691827,187902.1203861781
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1990,71743.28630514228,108986.5909490474,27712.286724549776
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1991,73415.98081523154,111423.26012885128,28198.124124416565
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1992,75175.08019749538,113421.99605775112,28698.214971321977
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1993,77432.0575335823,117316.90531146732,29450.33358456831
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1994,79209.67329136122,120005.55158083982,30040.47164532718
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1995,80488.6733001004,122409.39040889464,30537.816774605377
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1996,81485.34059252884,124216.76515786436,30494.42953599921
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1997,82329.47571348584,125883.96153748076,30684.53000204317
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1998,83504.38197564203,126949.15815490775,30861.886353247435
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,1999,85363.41990557054,129775.59065691952,31044.982738674225
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2000,86686.9526096806,132674.27097919953,31422.835020671628
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2001,88015.49242200634,133777.66952956642,31654.548189930138
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2002,89713.37583567397,136557.32604013672,32144.67217971429
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2003,91513.04806329448,139394.68314362015,32514.440253061224
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2004,92923.95070111628,141077.9135789586,32893.064130457555
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2005,94744.84558119658,144835.76400993284,33372.45409777872
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2006,96537.89040342192,147562.66221055214,33889.85155575826
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2007,98708.63554355882,151715.03467628552,34508.35436540435
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2008,101606.86106588508,155196.02947642788,35205.26249828475
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2009,104040.06832177252,159689.11372894555,35884.12067684172
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2010,106836.67557147756,165695.94534640998,36607.52906491686
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2011,109470.86782001292,169563.44746334708,37017.69756737347
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2012,112085.82818891588,172102.49646908185,37737.13743405528
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2013,114674.74386512776,176846.74294550775,37957.350540130006
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2014,117460.73837058472,181793.57720879547,38692.68355445215
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2015,121294.31033971072,188452.49864466768,39534.739199790514
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2016,125223.15368677846,193848.59660213365,40246.59188221185
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2017,128648.44412954149,198980.86375759763,41298.7903782668
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2018,133017.90406491168,206181.78119746712,42523.39920763578
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2019,136701.50333230622,212791.219455347,42940.67904262891
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2020,139086.4631629909,216634.8925964012,42893.91679870094
1,Deaths,1,Global,3,Both,228,55+ years,429,Breast cancer,169,All risk factors,1,Number,2021,142606.7103711253,222780.6053076668,43914.73047988819
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1990,22312.966465411715,33641.93850544548,8557.14251113095
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1991,23039.271595061644,34689.28670497783,8800.776380159783
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1992,23921.63287419823,35892.78914102379,9074.545198364533
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1993,25016.712260671808,37585.21203490638,9474.901761731317
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1994,25877.62698952296,38822.91656311999,9774.3719340348
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1995,26261.28540710506,39690.48219053801,9896.47014376492
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1996,26401.082669337266,39900.4595218444,9797.575330102469
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1997,26470.439069235115,40065.01194693588,9716.294731236634
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1998,26607.314460325837,40349.20947887816,9641.739663246526
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,1999,26887.853690320164,40531.116693404765,9552.60518341332
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2000,27062.64173250608,41081.26196016588,9577.286660417469
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2001,27258.25411471361,41411.35325553325,9576.865796769576
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2002,27532.888976952738,41675.96902177879,9644.23091983151
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2003,27908.819573965357,42404.03571342114,9738.474446654684
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2004,28148.40993547342,42684.83884925286,9804.249669038592
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2005,28407.52260960672,43163.37260777659,9836.616839910252
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2006,28630.281746755405,43736.66205295163,9881.8525249691
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2007,29039.218717935302,44278.625441766366,9980.777421074905
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2008,29600.22405418938,45319.46714594023,10069.975219598731
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2009,30043.402450556405,45920.97034255907,10164.785904019933
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2010,30460.71034440178,46869.18518210286,10197.287316553527
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2011,30778.68158288208,47295.50288382957,10157.43908648239
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2012,31445.97776510332,48076.8215300241,10345.65420278482
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2013,32143.19872938829,49519.85724117188,10416.097538291617
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2014,32916.18699593785,50498.49477554939,10621.734978849405
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2015,34003.58215577692,52599.10746921,10850.69592531986
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2016,35448.464488320664,54470.05791851161,11187.17067364527
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2017,36927.47436756396,57149.49718750324,11572.208957066585
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2018,38531.87219045204,59161.258641330925,11992.306749403386
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2019,40060.85219873922,61714.54302017946,12225.367798286152
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2020,41500.977507821925,64599.06294527046,12373.424968999976
1,Deaths,1,Global,3,Both,232,65-74 years,429,Breast cancer,169,All risk factors,1,Number,2021,43514.90076971723,67903.8362957278,12976.449819068472
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1990,63396.42809526654,94406.48475570246,26583.45127064546
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1991,64423.09215084255,96271.2109283432,27123.37459360955
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1992,65413.213380998335,97898.48668933829,27236.1661135866
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1993,66933.85103228907,100372.62430195045,28127.04883436516
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1994,68160.97657164108,102595.32313353918,28277.883595262585
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1995,68910.59354129256,103326.49614125384,28646.918441285263
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1996,69170.00015454621,103620.11441311028,28551.83199717813
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1997,69664.98494495417,105134.34283060586,28834.208563346703
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1998,70252.47452736089,105072.12978070378,28978.683712554644
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,1999,71589.7002172874,107761.98074044417,28968.15827915828
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2000,72648.80598161824,109244.7484921015,29529.05322353199
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2001,73708.2636943687,110446.32143113816,29964.34007080688
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2002,74921.72175594572,112654.62017311151,30122.301322016465
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2003,76521.41277243302,114542.92997778094,30485.667947329235
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2004,77705.59069363886,117024.62058010456,31094.369435378983
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2005,79103.84980166185,118599.71123636483,31319.225753828985
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2006,79940.95816444773,120614.59982929466,31343.11641240104
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2007,81047.08017460855,122796.634756726,31492.367437809124
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2008,82772.173220558,125091.84947677195,32058.004667815017
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2009,84234.16902786904,127278.22039901523,32457.527363654663
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2010,85879.3064621352,130814.27559303858,32697.066297531168
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2011,87339.27641656667,132426.12780033663,32884.11949099491
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2012,88796.06972698367,136559.32169048104,33195.728621378206
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2013,90599.82148878288,138477.31375843164,33349.01237332066
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2014,92629.25897795224,142239.03493863848,33875.01196381449
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2015,95213.65667909796,144963.988884606,34467.63307029256
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2016,98112.0888012492,149674.07038262585,34937.83911868639
1,Deaths,1,Global,3,Both,420,<70 years,429,Breast cancer,169,All risk factors,1,Number,2017,100230.52526977369,152599.73382537224,35328.49158540434
